date,weekday,week_number,month,post_slot,camera,camera_submode,format,look,scene_type,cast,sibling_canon,concept,prompt_seed,caption_type,caption,product,product_sku,seasonal_hook,notes
2026-12-28,Monday,53,December,mon,Camera A,SELF,4:5,FLAT GREY,SMEAR,GRAPPLER,MIRROR,"Red chalk and rain as texture, not drama.","[Camera A SELF 4:5, phone documentary] + [FLAT GREY] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [grappler moving through wet or chalked space, smear in foreground] + [damp gi pants half-on, rashguard rolled, chalk on knuckles] + [red chalk smear on floor] + [tape peel, rain on camera glass, glove left behind, mud streak on shin] + [overcast flat grey, no drama] + [lens distortion at frame edge, barrel bend] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,the notebook page is denser in december.,no,,short days; kitchen and prep density up; year-end training logs,
2026-12-29,Tuesday,53,December,tue,Camera B,,4:5,SILVER,CREW,OPERATOR,BETWEEN ROUNDS,Between heats with the same thermos.,"[Camera B 4:5, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [small crew around operator, talking low, shared thermos] + [utility pants, black base layer, tape on one finger] + [bench between heats] + [spare jacket heap, race belt on chair, team bag unzipped, shared thermos] + [cool silver ambient, fluorescent or overcast] + [negative space uneven, subject off-third] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",crew,"van doors open, jackets in a heap.",no,,short days; kitchen and prep density up; year-end training logs,
2026-12-31,Thursday,53,December,thu,Camera B,,4:5,SILVER,SWEAT,OPERATOR,BOXER CROP,"Interval residue: wet floor, unfinished set.","[Camera A SELF 4:5, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [operator mid-interval, breathing hard, unfinished rep] + [utility pants, black base layer, tape on one finger] + [indoor track lanes 3-4] + [water bottle on side, chalk block cracked, towel knotted, HR strap dangling] + [mixed available light, practical lamps, window spill] + [thumb partially in frame, handed camera shake] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,tape peel left on the bench.,no,,short days; kitchen and prep density up; year-end training logs,
2027-01-01,Friday,53,January,fri,Camera A,,landscape_kitchen,AVAILABLE,KITCHEN,FIGHTER,COUNTER,Steam and lists; kitchen as base camp.,"[Camera A landscape landscape_kitchen, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [fighter plating plain food, kettle steam, no smile] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [shared training house counter] + [shopping list magnet, protein scoop in sink, rice cooker lid ajar, cut lemon half] + [mixed available light, practical lamps, window spill] + [subject cropped mid-torso awkwardly] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",kitchen,"kettle first, then the list.",no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-02,Saturday,53,January,sat,Camera A,SELF,9:16,AVAILABLE,PREP,FIGHTER,FUEL LAY,"Bag open, day not started yet.","[Camera A SELF 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [fighter packing bag, checking straps, quiet focus] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [car boot before session] + [shoes untied, bib number loose, gel wrappers crumpled, belt coiled] + [mixed available light, practical lamps, window spill] + [oversharpened fabric texture, phone processing artifacts] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,mat rounds counted. hands taped again.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-04,Monday,1,January,mon,Camera A,POV,1:1,AVAILABLE,PREP,GRAPPLER,FUEL LAY,Quiet assembly before leaving the flat.,"[Camera A POV 1:1, phone documentary] + [GOLD HOUR] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [grappler packing bag, checking straps, quiet focus] + [damp gi pants half-on, rashguard rolled, chalk on knuckles] + [bag dump on hallway floor] + [bib number loose, shoes untied, belt coiled, gel wrappers crumpled] + [low warm sun, long shadows, rare probation use] + [thumb partially in frame, handed camera shake] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,hyrox floor somewhere. same sled feel here.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-05,Tuesday,1,January,tue,Camera A,POV,1:1,AVAILABLE,PROOF,ENGINE,BOXER CROP,Quiet evidence of the week written down.,"[Camera B 1:1, still photographer, sibling feel BOXER CROP] + [GOLD HOUR] + [50mm, warm low sun skim, gentle falloff] + [engine logging numbers, head down, pen moving] + [plain grey tee dark with sweat, compression tights, cheap watch] + [whiteboard half-erased] + [torn race bib edge, old pace printout, pen uncapped, coffee ring stain] + [low warm sun, long shadows, rare probation use] + [flare streak cutting face out of frame] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,hyrox floor somewhere. same sled feel here.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-07,Thursday,1,January,thu,Camera B,,3:2,SILVER,CREW,MILER,BETWEEN ROUNDS,"Crew as proximity, not campaign.","[Camera B 3:2, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [small crew around miler, talking low, shared thermos] + [faded Asics singlet, chalk-dusted shorts, mismatched socks] + [parking lot after double] + [shared thermos, spare jacket heap, team bag unzipped, race belt on chair] + [cool silver ambient, fluorescent or overcast] + [motion blur on trailing limb] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",crew,"shared bench, shared tape, shared silence.",no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-08,Friday,1,January,fri,Camera B,,1:1,SILVER,SWEAT,ROULEUR,BETWEEN ROUNDS,"Interval residue: wet floor, unfinished set.","[Camera B 1:1, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [rouleur mid-interval, breathing hard, unfinished rep] + [worn Rapha jersey under open gilet, grease-marked gloves] + [indoor track lanes 3-4] + [HR strap dangling, water bottle on side, chalk block cracked, towel knotted] + [cool silver ambient, fluorescent or overcast] + [negative space uneven, subject off-third] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,the floor stays wet longer than it should.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-09,Saturday,1,January,sat,Camera B,,1:1,SILVER,PREP,ROULEUR,BOXER CROP,"Bag open, day not started yet.","[Camera B 1:1, still photographer, sibling feel BOXER CROP] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [rouleur packing bag, checking straps, quiet focus] + [worn Rapha jersey under open gilet, grease-marked gloves] + [car boot before session] + [gel wrappers crumpled, belt coiled, bib number loose, shoes untied] + [cool silver ambient, fluorescent or overcast] + [negative space uneven, subject off-third] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,numbers written. bag still open.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-11,Monday,2,January,mon,Camera B,,1:1,SILVER,SWEAT,MILER,BOXER CROP,Heat still in the room after the last pull.,"[Camera A HANDED 1:1, phone documentary] + [FLAT GREY] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [miler mid-interval, breathing hard, unfinished rep] + [faded Asics singlet, chalk-dusted shorts, mismatched socks] + [mat room after open mat] + [water bottle on side, HR strap dangling, towel knotted, chalk block cracked] + [overcast flat grey, no drama] + [oversharpened fabric texture, phone processing artifacts] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,metal bars bite colder in january.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-12,Tuesday,2,January,tue,Camera B,,1:1,GEL,KITCHEN,ENGINE,COAST,"Fuel as routine, not content cuisine.","[Camera B 1:1, still photographer, sibling feel COAST] + [GEL] + [50mm, soft gel colour wash, shallow subject isolation] + [engine plating plain food, kettle steam, no smile] + [plain grey tee dark with sweat, compression tights, cheap watch] + [small Zurich flat kitchen] + [shopping list magnet, cut lemon half, protein scoop in sink, rice cooker lid ajar] + [soft coloured gel spill from side, subdued] + [flare streak cutting face out of frame] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",kitchen,evening plate after volume.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-14,Thursday,2,January,thu,Camera A,POV,4:5,AVAILABLE,PROOF,OPERATOR,NOTEBOOK,Numbers before narrative; log first.,"[Camera A POV 4:5, phone documentary] + [SILVER] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [operator logging numbers, head down, pen moving] + [utility pants, black base layer, tape on one finger] + [whiteboard half-erased] + [old pace printout, pen uncapped, coffee ring stain, torn race bib edge] + [cool silver ambient, fluorescent or overcast] + [HDR haloing on window edges] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,hyrox floor somewhere. same sled feel here.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-15,Friday,2,January,fri,Camera B,,2.39:1,SILVER,SWEAT,ROULEUR,BETWEEN ROUNDS,Heat still in the room after the last pull.,"[Camera B 2.39:1, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [rouleur mid-interval, breathing hard, unfinished rep] + [worn Rapha jersey under open gilet, grease-marked gloves] + [Hyrox bay temporary floor] + [water bottle on side, chalk block cracked, towel knotted, HR strap dangling] + [cool silver ambient, fluorescent or overcast] + [motion blur on trailing limb] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,metal bars bite colder in january.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-16,Saturday,2,January,sat,Camera B,,1:1,SILVER,SMEAR,ENGINE,RED SMEAR,"Red chalk and rain as texture, not drama.","[Camera B 1:1, still photographer, sibling feel RED SMEAR] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [engine moving through wet or chalked space, smear in foreground] + [plain grey tee dark with sweat, compression tights, cheap watch] + [wet pavement under sodium lamp] + [tape peel, rain on camera glass, glove left behind, mud streak on shin] + [cool silver ambient, fluorescent or overcast] + [negative space uneven, subject off-third] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,steam from the kettle lasts longer.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,texture priority over face
2027-01-18,Monday,3,January,mon,Camera A,HANDED,4:5,AVAILABLE,CREW,ENGINE,WRAP,Between heats with the same thermos.,"[Camera A HANDED 4:5, phone documentary] + [SILVER] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [small crew around engine, talking low, shared thermos] + [plain grey tee dark with sweat, compression tights, cheap watch] + [parking lot after double] + [race belt on chair, team bag unzipped, spare jacket heap, shared thermos] + [cool silver ambient, fluorescent or overcast] + [slight dutch tilt, horizon not level] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",crew,"between heats, jackets on, nothing said.",no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-19,Tuesday,3,January,tue,Camera A,POV,9:16,AVAILABLE,SMEAR,OPERATOR,MIRROR,A smear that proves the session happened.,"[Camera A POV 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [operator moving through wet or chalked space, smear in foreground] + [utility pants, black base layer, tape on one finger] + [wet pavement under sodium lamp] + [rain on camera glass, tape peel, glove left behind, mud streak on shin] + [mixed available light, practical lamps, window spill] + [lens distortion at frame edge, barrel bend] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,metal bars bite colder in january.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,texture priority over face
2027-01-21,Thursday,3,January,thu,Screen,,screen,AVAILABLE,PROOF,FIGHTER,NOTEBOOK,Numbers before narrative; log first.,"[Screen screen] + [FLAT GREY] + [UI close, phone screen in hand or on counter] + [fighter training log or map visible, thumb edge] + [plain sleeve cuff] + [kitchen or gym bench] + [pen, coffee ring, charging cable, notebook corner] + [overcast flat grey, no drama] + [screen glare, fingerprint smudge] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,mat rounds counted. hands taped again.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,story candidate; UI mock from real log
2027-01-22,Friday,3,January,fri,Camera B,,2.39:1,SILVER,GYM,ENGINE,GRAPPLE,The corner of the gym that keeps the hours.,"[Camera B 2.39:1, still photographer, sibling feel GRAPPLE] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [engine between sets, hands on knees, empty bay] + [plain grey tee dark with sweat, compression tights, cheap watch] + [rings and chalk bucket] + [wrist wraps draped, timer blinking, bumper plate on edge, jump rope coiled wrong] + [cool silver ambient, fluorescent or overcast] + [negative space uneven, subject off-third] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,"dark street, headlamp cone only.",no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-23,Saturday,3,January,sat,Camera A,HANDED,9:16,AVAILABLE,PROOF,GRAPPLER,NOTEBOOK,Quiet evidence of the week written down.,"[Camera A HANDED 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [grappler logging numbers, head down, pen moving] + [damp gi pants half-on, rashguard rolled, chalk on knuckles] + [whiteboard half-erased] + [coffee ring stain, pen uncapped, torn race bib edge, old pace printout] + [mixed available light, practical lamps, window spill] + [subject cropped mid-torso awkwardly] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,hyrox floor somewhere. same sled feel here.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-25,Monday,4,January,mon,Screen,,screen,AVAILABLE,PREP,MILER,NOTEBOOK,Kit check in a hallway that is not photogenic.,"[Screen screen] + [FLAT GREY] + [UI close, phone screen in hand or on counter] + [miler training log or map visible, thumb edge] + [plain sleeve cuff] + [kitchen or gym bench] + [pen, coffee ring, charging cable, notebook corner] + [overcast flat grey, no drama] + [screen glare, fingerprint smudge] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,cold base week one. simple numbers.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,story candidate; UI mock from real log
2027-01-26,Tuesday,4,January,tue,Camera A,POV,9:16,AVAILABLE,GYM,FIGHTER,STAIRWELL,Hardware and chalk without a PR face.,"[Camera A POV 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [fighter between sets, hands on knees, empty bay] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [sled lane after last pull] + [timer blinking, wrist wraps draped, bumper plate on edge, jump rope coiled wrong] + [mixed available light, practical lamps, window spill] + [HDR haloing on window edges] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,"dark street, headlamp cone only.",no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-28,Thursday,4,January,thu,Camera A,POV,4:5,AVAILABLE,PROOF,FIGHTER,BOXER CROP,Paper and screen as training memory.,"[Camera B 2.39:1, still photographer, sibling feel BOXER CROP] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [fighter logging numbers, head down, pen moving] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [whiteboard half-erased] + [coffee ring stain, torn race bib edge, pen uncapped, old pace printout] + [cool silver ambient, fluorescent or overcast] + [flare streak cutting face out of frame] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,numbers written. bag still open.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-01-29,Friday,4,January,fri,Camera B,,4:5,FLAT GREY,HEIGHTENED,ROULEUR,WET STREET,Rare height or space without spectacle.,"[Camera B 4:5, still photographer, sibling feel WET STREET] + [FLAT GREY] + [35mm, flat even grey ambient, low contrast depth] + [rouleur paused on landing, city below soft, breath visible] + [worn Rapha jersey under open gilet, grease-marked gloves] + [empty arena tunnel] + [distant tram light, fog on railing, breath vapour, loose lace] + [overcast flat grey, no drama] + [negative space uneven, subject off-third] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,"basement gym, zurich. same smell as always.",no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,rare height; keep non-spectacle
2027-01-30,Saturday,4,January,sat,Camera B,,4:5,SILVER,KITCHEN,OPERATOR,COAST,"Fuel as routine, not content cuisine.","[Camera B 4:5, still photographer, sibling feel COAST] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [operator plating plain food, kettle steam, no smile] + [utility pants, black base layer, tape on one finger] + [hotel kitchenette before race] + [protein scoop in sink, shopping list magnet, cut lemon half, rice cooker lid ajar] + [cool silver ambient, fluorescent or overcast] + [depth falloff too abrupt mid-body] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",kitchen,evening plate after volume.,no,,cold base; Hyrox residency atmosphere Manchester Amsterdam Hong Kong Osaka; IBJJF Europeans mood,
2027-02-01,Monday,5,February,mon,Camera B,,3:2,SILVER,GYM,ENGINE,GRAPPLE,The corner of the gym that keeps the hours.,"[Camera B 3:2, still photographer, sibling feel GRAPPLE] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [engine between sets, hands on knees, empty bay] + [plain grey tee dark with sweat, compression tights, cheap watch] + [rings and chalk bucket] + [bumper plate on edge, timer blinking, wrist wraps draped, jump rope coiled wrong] + [cool silver ambient, fluorescent or overcast] + [depth falloff too abrupt mid-body] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,wet coastal road under flat grey.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-02,Tuesday,5,February,tue,Camera B,,1:1,SEAMLESS,OBJECT,ROULEUR,COUNTER,"Product as still object on seamless, lifestyle world elsewhere.","[Camera A HANDED 1:1, phone documentary] + [SEAMLESS] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [product vial alone on seamless, no hands, no face] + [worn Rapha jersey under open gilet, grease-marked gloves] + [matte grey product surface] + [glass glint, label edge soft focus, cotton swab nearby, vial reflection soft] + [soft north window, even seamless fill] + [subject cropped mid-torso awkwardly] + no one looking at camera, no posing, no logos on footwear, product as quiet object subject, documentary photograph not advertising",flat observation,"seamless, no hands.",yes,MOTS-C+,mid-winter grind; Hyrox Basel Katowice Vienna mood,composite vial after; Magnific board; never generate vial
2027-02-04,Thursday,5,February,thu,Camera B,,2.39:1,SILVER,PREP,FIGHTER,BOXER CROP,Quiet assembly before leaving the flat.,"[Camera B 2.39:1, still photographer, sibling feel BOXER CROP] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [fighter packing bag, checking straps, quiet focus] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [bag dump on hallway floor] + [belt coiled, gel wrappers crumpled, bib number loose, shoes untied] + [cool silver ambient, fluorescent or overcast] + [flare streak cutting face out of frame] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,intervals done. floor still wet.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-05,Friday,5,February,fri,Camera B,,3:2,SILVER,CREW,ROULEUR,BETWEEN ROUNDS,"Crew as proximity, not campaign.","[Camera B 3:2, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [small crew around rouleur, talking low, shared thermos] + [worn Rapha jersey under open gilet, grease-marked gloves] + [corridor outside mats] + [race belt on chair, spare jacket heap, shared thermos, team bag unzipped] + [cool silver ambient, fluorescent or overcast] + [depth falloff too abrupt mid-body] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",crew,"van heater on, still cold.",no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-06,Saturday,5,February,sat,Camera B,,1:1,SILVER,SWEAT,ROULEUR,BETWEEN ROUNDS,"Interval residue: wet floor, unfinished set.","[Camera B 1:1, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [rouleur mid-interval, breathing hard, unfinished rep] + [worn Rapha jersey under open gilet, grease-marked gloves] + [basement gym Zurich] + [HR strap dangling, towel knotted, water bottle on side, chalk block cracked] + [cool silver ambient, fluorescent or overcast] + [focus soft on nearest plane] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,gloves take longer to dry.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-08,Monday,6,February,mon,Camera A,,landscape_kitchen,AVAILABLE,KITCHEN,ROULEUR,COUNTER,Steam and lists; kitchen as base camp.,"[Camera A landscape landscape_kitchen, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [rouleur plating plain food, kettle steam, no smile] + [worn Rapha jersey under open gilet, grease-marked gloves] + [morning prep island] + [protein scoop in sink, rice cooker lid ajar, cut lemon half, shopping list magnet] + [mixed available light, practical lamps, window spill] + [subject cropped mid-torso awkwardly] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",kitchen,"winter fuel, no recipe talk.",no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-09,Tuesday,6,February,tue,Camera A,HANDED,1:1,AVAILABLE,PROOF,FIGHTER,NOTEBOOK,Numbers before narrative; log first.,"[Camera A HANDED 1:1, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [fighter logging numbers, head down, pen moving] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [printed week plan taped to fridge] + [pen uncapped, old pace printout, coffee ring stain, torn race bib edge] + [mixed available light, practical lamps, window spill] + [subject cropped mid-torso awkwardly] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,intervals done. floor still wet.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-11,Thursday,6,February,thu,Camera A,,landscape_kitchen,AVAILABLE,KITCHEN,ENGINE,COUNTER,"Fuel as routine, not content cuisine.","[Camera A landscape landscape_kitchen, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [engine plating plain food, kettle steam, no smile] + [plain grey tee dark with sweat, compression tights, cheap watch] + [small Zurich flat kitchen] + [shopping list magnet, protein scoop in sink, cut lemon half, rice cooker lid ajar] + [mixed available light, practical lamps, window spill] + [lens distortion at frame edge, barrel bend] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",kitchen,sunday is just rice.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-12,Friday,6,February,fri,Camera B,,2.39:1,SILVER,SMEAR,FIGHTER,RED SMEAR,"Red chalk and rain as texture, not drama.","[Camera B 2.39:1, still photographer, sibling feel RED SMEAR] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [fighter moving through wet or chalked space, smear in foreground] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [window rain streaks] + [glove left behind, tape peel, mud streak on shin, rain on camera glass] + [cool silver ambient, fluorescent or overcast] + [focus soft on nearest plane] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,mud on the cleat is just mud.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,texture priority over face
2027-02-13,Saturday,6,February,sat,Camera A,SELF,1:1,FLAT GREY,ROAD,ENGINE,AISLE,"Longer autumn or winter roll, no podium.","[Camera A SELF 1:1, phone documentary] + [FLAT GREY] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [engine climbing or rolling, gaze ahead, traffic blur] + [plain grey tee dark with sweat, compression tights, cheap watch] + [Albis wet climb] + [map print wet, muddy cleat scrape, flat tire mark, bidon in gutter] + [overcast flat grey, no drama] + [lens distortion at frame edge, barrel bend] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,wet coastal road under flat grey.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-15,Monday,7,February,mon,Camera A,SELF,4:5,FLAT GREY,SMEAR,ROULEUR,MIRROR,"Red chalk and rain as texture, not drama.","[Camera A SELF 4:5, phone documentary] + [FLAT GREY] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [rouleur moving through wet or chalked space, smear in foreground] + [worn Rapha jersey under open gilet, grease-marked gloves] + [window rain streaks] + [rain on camera glass, glove left behind, tape peel, mud streak on shin] + [overcast flat grey, no drama] + [subject cropped mid-torso awkwardly] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,gloves take longer to dry.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,texture priority over face
2027-02-16,Tuesday,7,February,tue,Camera A,POV,9:16,AVAILABLE,SMEAR,FIGHTER,MIRROR,Colour and weather left on the body and glass.,"[Camera A POV 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [fighter moving through wet or chalked space, smear in foreground] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [wet pavement under sodium lamp] + [tape peel, rain on camera glass, glove left behind, mud streak on shin] + [mixed available light, practical lamps, window spill] + [lens distortion at frame edge, barrel bend] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,mud on the cleat is just mud.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,texture priority over face
